"productid","product_name","productdescription","warehouse","country","totalstockonhand","totalstockmovement"
"4f5b4b1c-380e-4310-b5b6-799dab3db8c5",Generic Steel Shoes,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SHA1 - Amazon Shanghai,China,862,279
"4f5b4b1c-380e-4310-b5b6-799dab3db8c5",Generic Steel Shoes,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CGN1 - Amazon Koblenz,Germany,700,298
"4f5b4b1c-380e-4310-b5b6-799dab3db8c5",Generic Steel Shoes,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",MXP5 - Amazon Castel San Giovanni,Italy,377,94
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",NDH1  - Amazon New Delhi,India,789,209
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BVA1 - Amazon Boves,France,245,106
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",DBA1 - Amazon Dubai,Emirates United States,723,244
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BUE1 - Amazon Buenos Aires,Argentina,276,53
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",TOR1 - Amazon Toronto,Canada,740,294
"4f7906db-ad3b-4798-b015-df571dcbe5bc",Handcrafted Plastic Keyboard,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CPN3 - Amazon Copenaghen,Denmark,294,71
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,SAP1 - Amazon San Paolo,Brasil,864,279
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,ZRH13 - Amazon Zurich,Switzerland,279,90
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,MIS1 - Amazon Mississauga,Canada,331,125
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,LIS3 - Amazon Lisbon,Portugal,902,340
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,CWL1 - Amazon Swansea,United Kingdom,695,312
"58310911-90e8-41b4-8d11-3d14a0ed4794",Intelligent Fresh Chips,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,HOU2 - Amazon Houston,United States of America,243,105
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",CAI1 - Amazon El Cairo,Egypt,709,333
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",LCY1 - Amazon London,United Kingdom,215,84
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",SVQ1 - Amazon Sevilla,Spain,741,260
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",DEH8 - Amazon Den Haag,Netherlands,762,278
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",BCR2 - Amazon Bucarest,Romania,206,106
"5b003f36-eee5-43aa-9552-14bdf0d1a32a",Practical Concrete Towels,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",LUX16 - Amazon Luxemburg,Luxemburg,250,102
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,CAI1 - Amazon El Cairo,Egypt,840,297
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LCY1 - Amazon London,United Kingdom,259,39
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,SVQ1 - Amazon Sevilla,Spain,794,251
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,DEH8 - Amazon Den Haag,Netherlands,806,315
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,BCR2 - Amazon Bucarest,Romania,269,115
"5c532726-29c2-49cd-9758-ee3ff976592f",Unbranded Soft Table,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,LUX16 - Amazon Luxemburg,Luxemburg,290,99
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",LCY1 - Amazon London,United Kingdom,795,310
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CHI1 - Amazon Chicago,United States of America,209,99
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",SHA1 - Amazon Shanghai,China,346,90
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BCR2 - Amazon Bucarest,Romania,932,317
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CGN1 - Amazon Koblenz,Germany,300,116
"60dc5a16-5588-493f-aeed-3286803708ce",Electronic Soft Chips,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",LUX16 - Amazon Luxemburg,Luxemburg,767,228
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,POZ1 - Amazon Sady,Poland,235,82
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,BCN1 - Amazon El Prat de Llobregat,Spain,844,246
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,MRS1 - Amazon Montelimar,France,779,318
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,SAD1 - Amazon San Diego,United States of America,224,123
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,HKG1 - Amazon Hong Kong,Hong Kong,695,299
"63116ae4-864a-41cd-8157-910dea464936",Rustic Steel Towels,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,LAS7 - Amazon Las Vegas,United States of America,319,77
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,SAP1 - Amazon San Paolo,Brasil,223,78
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,NYC1 - Amazon New York City,United States of America,839,274
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,LIS3 - Amazon Lisbon,Portugal,265,112
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,CWL1 - Amazon Swansea,United Kingdom,250,111
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,TKY6 - Amazon Tokyo,Japan,800,224
"67daa134-b57d-43ef-a072-4fb271d06a94",Ergonomic Bronze Salad,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,MXC2 - Amazon Mexico City,Mexico,695,290
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",MAN1 - Amazon Manchester,United Kingdom,181,96
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",ORY1 - Amazon Saran,France,265,120
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BER3 - Amazon Brieselang,Germany,766,309
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",FCO1 - Amazon Passo Corese,Italy,346,139
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",WEL1 - Amazon Wels,Austria,844,347
"69cea6ff-cecd-4c90-a39f-6e16c9529174",Sleek Cotton Ball,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BOG2 - Amazon Bogota,Columbia,848,211
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,CAI1 - Amazon El Cairo,Egypt,705,230
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,LCY1 - Amazon London,United Kingdom,260,98
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,SVQ1 - Amazon Sevilla,Spain,808,322
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,DEH8 - Amazon Den Haag,Netherlands,909,329
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,BCR2 - Amazon Bucarest,Romania,251,97
"6b9ca9ab-7129-438c-8abf-2155002facfe",Electronic Granite Fish,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,LUX16 - Amazon Luxemburg,Luxemburg,233,82
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",MIA1 - Amazon Miami,United States of America,281,111
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",DUB19 - Amazon Dublin,Ireland,800,281
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",SYD1 - Amazon Sidney,Australia,331,128
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",PHX7 - Amazon Phoenix,United States of America,265,71
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",CPT2 - Amazon Capetown,South Africa,880,272
"6bd0eb2e-c25d-4161-848b-6cd1d4c919cd",Incredible Wooden Chips,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",DUS2 - Amazon Rheinberg,Germany,836,266
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,BER6 - Amazon Berlin,Germany,900,355
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,NDH1  - Amazon New Delhi,India,353,104
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,BRX2 - Amazon Bruxelles,Belgium,879,266
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,DBA1 - Amazon Dubai,Emirates United States,200,80
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,TOR1 - Amazon Toronto,Canada,303,112
"6cdbf8d0-1869-4cbe-afc4-373bff18e8ee",Small Metal Gloves,The Football Is Good For Training And Recreational Purposes,MXP5 - Amazon Castel San Giovanni,Italy,751,274
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",POZ1 - Amazon Sady,Poland,255,71
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",BCN1 - Amazon El Prat de Llobregat,Spain,635,279
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",MRS1 - Amazon Montelimar,France,824,271
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",SAD1 - Amazon San Diego,United States of America,283,89
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",HKG1 - Amazon Hong Kong,Hong Kong,813,267
"7035613d-07fb-406b-987d-55661e71c428",Unbranded Metal Keyboard,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",LAS7 - Amazon Las Vegas,United States of America,286,126
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,SAP1 - Amazon San Paolo,Brasil,252,114
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,NYC1 - Amazon New York City,United States of America,719,297
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,LIS3 - Amazon Lisbon,Portugal,333,96
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,CWL1 - Amazon Swansea,United Kingdom,304,144
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,TKY6 - Amazon Tokyo,Japan,741,266
"735be0d8-fa08-4140-b664-a17c92bf7651",Luxurious Soft Tuna,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,MXC2 - Amazon Mexico City,Mexico,779,261
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",SAP1 - Amazon San Paolo,Brasil,334,116
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",NYC1 - Amazon New York City,United States of America,750,265
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",LIS3 - Amazon Lisbon,Portugal,339,93
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",CWL1 - Amazon Swansea,United Kingdom,227,120
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",TKY6 - Amazon Tokyo,Japan,673,287
"7421e4e5-6602-4ceb-b9c5-07fad32c2b4b",Handcrafted Metal Tuna,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",MXC2 - Amazon Mexico City,Mexico,806,289
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,MAN1 - Amazon Manchester,United Kingdom,739,278
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,ORY1 - Amazon Saran,France,736,333
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,NYC1 - Amazon New York City,United States of America,194,63
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,TKY6 - Amazon Tokyo,Japan,334,124
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,FCO1 - Amazon Passo Corese,Italy,808,282
"74850432-707c-4536-8dcc-7c2652835b5b",Bespoke Concrete Ball,The Football Is Good For Training And Recreational Purposes,MXC2 - Amazon Mexico City,Mexico,244,108
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,POZ1 - Amazon Sady,Poland,274,114
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,BCN1 - Amazon El Prat de Llobregat,Spain,790,239
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,MRS1 - Amazon Montelimar,France,877,299
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,SAD1 - Amazon San Diego,United States of America,265,108
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,HKG1 - Amazon Hong Kong,Hong Kong,686,308
"787d45c6-46a3-4cee-93b9-178a884618a8",Small Rubber Car,The Football Is Good For Training And Recreational Purposes,LAS7 - Amazon Las Vegas,United States of America,292,125
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",LCY1 - Amazon London,United Kingdom,783,292
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CHI1 - Amazon Chicago,United States of America,268,113
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SHA1 - Amazon Shanghai,China,257,116
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",BCR2 - Amazon Bucarest,Romania,655,219
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CGN1 - Amazon Koblenz,Germany,240,72
"7a75eccc-c30e-4ca5-b7b2-c1198cea3dd0",Electronic Frozen Ball,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",LUX16 - Amazon Luxemburg,Luxemburg,821,332
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CAI1 - Amazon El Cairo,Egypt,805,283
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",LCY1 - Amazon London,United Kingdom,367,91
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",SVQ1 - Amazon Sevilla,Spain,765,340
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",DEH8 - Amazon Den Haag,Netherlands,812,270
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",BCR2 - Amazon Bucarest,Romania,302,109
"7dbca216-0428-4262-81b4-def5a1a7b62c",Rustic Bronze Chair,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",LUX16 - Amazon Luxemburg,Luxemburg,355,97
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",CAI1 - Amazon El Cairo,Egypt,299,120
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",MIA1 - Amazon Miami,United States of America,738,288
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SYD1 - Amazon Sidney,Australia,707,242
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",SVQ1 - Amazon Sevilla,Spain,183,71
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",PHX7 - Amazon Phoenix,United States of America,678,363
"7ea624a0-9a2d-470d-8037-155b5fb60f02",Ergonomic Wooden Sausages,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",DEH8 - Amazon Den Haag,Netherlands,365,105
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,POZ1 - Amazon Sady,Poland,794,299
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,DUB19 - Amazon Dublin,Ireland,269,108
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,SAD1 - Amazon San Diego,United States of America,741,325
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,CPT2 - Amazon Capetown,South Africa,198,109
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,LAS7 - Amazon Las Vegas,United States of America,701,340
"815ce42f-1dbb-4c51-8aac-8308a240aa2d",Bespoke Concrete Soap,The Football Is Good For Training And Recreational Purposes,DUS2 - Amazon Rheinberg,Germany,293,130
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,NDH1  - Amazon New Delhi,India,832,320
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,BVA1 - Amazon Boves,France,262,86
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,DBA1 - Amazon Dubai,Emirates United States,795,266
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,BUE1 - Amazon Buenos Aires,Argentina,313,104
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,TOR1 - Amazon Toronto,Canada,668,251
"8327a1c7-6a7b-4c89-a6e6-607f5963c9ed",Intelligent Plastic Bacon,The Football Is Good For Training And Recreational Purposes,CPN3 - Amazon Copenaghen,Denmark,270,80
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",MIA1 - Amazon Miami,United States of America,262,102
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",DUB19 - Amazon Dublin,Ireland,788,283
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",SYD1 - Amazon Sidney,Australia,218,118
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",PHX7 - Amazon Phoenix,United States of America,271,114
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",CPT2 - Amazon Capetown,South Africa,862,327
"84f4e11b-b7e3-46e9-9b60-88874f66ee0f",Licensed Soft Salad,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",DUS2 - Amazon Rheinberg,Germany,790,249
"89a70e93-394e-47f7-a5af-483f54a1b147",Bespoke Metal Chips,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",POZ1 - Amazon Sady,Poland,826,299
